[DEBUG] 14-06-2020 22:55:21.305 [main] logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
[DEBUG] 14-06-2020 22:55:21.329 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 14-06-2020 22:55:21.331 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 14-06-2020 22:55:21.335 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 14-06-2020 22:55:21.395 [main] Version - HHH000412: Hibernate Core {5.4.10.Final}
[DEBUG] 14-06-2020 22:55:21.396 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 14-06-2020 22:55:21.600 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD 3.0//EN] - [http://hibernate.sourceforge.net/hibernate-configuration-3.0.dtd]
[WARN ] 14-06-2020 22:55:21.602 [main] deprecation - HHH90000012: Recognized obsolete hibernate namespace http://hibernate.sourceforge.net/hibernate-configuration. Use namespace http://www.hibernate.org/dtd/hibernate-configuration instead.  Support for obsolete DTD/XSD namespaces may be removed at any time.
[DEBUG] 14-06-2020 22:55:21.602 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 14-06-2020 22:55:21.607 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 14-06-2020 22:55:21.890 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 14-06-2020 22:55:21.910 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[class org.hibernate.cache.ehcache.internal.EhcacheRegionFactory, class org.hibernate.cache.ehcache.internal.SingletonEhcacheRegionFactory]` RegionFactory strategies were registered
[DEBUG] 14-06-2020 22:55:21.911 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 14-06-2020 22:55:22.178 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@70f02c32
[DEBUG] 14-06-2020 22:55:22.178 [main] BasicTypeRegistry - Adding type registration double -> org.hibernate.type.DoubleType@70f02c32
[DEBUG] 14-06-2020 22:55:22.178 [main] BasicTypeRegistry - Adding type registration java.lang.Double -> org.hibernate.type.DoubleType@70f02c32
[DEBUG] 14-06-2020 22:55:22.179 [main] BasicTypeRegistry - Adding type registration big_decimal -> org.hibernate.type.BigDecimalType@5b6ec132
[DEBUG] 14-06-2020 22:55:22.180 [main] BasicTypeRegistry - Adding type registration java.math.BigDecimal -> org.hibernate.type.BigDecimalType@5b6ec132
[DEBUG] 14-06-2020 22:55:22.181 [main] BasicTypeRegistry - Adding type registration big_integer -> org.hibernate.type.BigIntegerType@7b205dbd
[DEBUG] 14-06-2020 22:55:22.181 [main] BasicTypeRegistry - Adding type registration java.math.BigInteger -> org.hibernate.type.BigIntegerType@7b205dbd
[DEBUG] 14-06-2020 22:55:22.182 [main] BasicTypeRegistry - Adding type registration string -> org.hibernate.type.StringType@63f259c3
[DEBUG] 14-06-2020 22:55:22.183 [main] BasicTypeRegistry - Adding type registration java.lang.String -> org.hibernate.type.StringType@63f259c3
[DEBUG] 14-06-2020 22:55:22.183 [main] BasicTypeRegistry - Adding type registration nstring -> org.hibernate.type.StringNVarcharType@7c8c9a05
[DEBUG] 14-06-2020 22:55:22.184 [main] BasicTypeRegistry - Adding type registration ncharacter -> org.hibernate.type.CharacterNCharType@60129b9a
[DEBUG] 14-06-2020 22:55:22.185 [main] BasicTypeRegistry - Adding type registration url -> org.hibernate.type.UrlType@27216cd
[DEBUG] 14-06-2020 22:55:22.185 [main] BasicTypeRegistry - Adding type registration java.net.URL -> org.hibernate.type.UrlType@27216cd
[DEBUG] 14-06-2020 22:55:22.186 [main] BasicTypeRegistry - Adding type registration Duration -> org.hibernate.type.DurationType@6c2c1385
[DEBUG] 14-06-2020 22:55:22.186 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@6c2c1385
[DEBUG] 14-06-2020 22:55:22.233 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@632ceb35
[DEBUG] 14-06-2020 22:55:22.234 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@632ceb35
[DEBUG] 14-06-2020 22:55:22.236 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@130e116b
[DEBUG] 14-06-2020 22:55:22.236 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@130e116b
[DEBUG] 14-06-2020 22:55:22.238 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@2fd953a6
[DEBUG] 14-06-2020 22:55:22.238 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@2fd953a6
[DEBUG] 14-06-2020 22:55:22.239 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@66c61024
[DEBUG] 14-06-2020 22:55:22.240 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@66c61024
[DEBUG] 14-06-2020 22:55:22.241 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@35432107
[DEBUG] 14-06-2020 22:55:22.242 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@35432107
[DEBUG] 14-06-2020 22:55:22.243 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@61544ae6
[DEBUG] 14-06-2020 22:55:22.244 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@61544ae6
[DEBUG] 14-06-2020 22:55:22.247 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@1c33c17b
[DEBUG] 14-06-2020 22:55:22.248 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@1c33c17b
[DEBUG] 14-06-2020 22:55:22.249 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@54e7df6a
[DEBUG] 14-06-2020 22:55:22.249 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@54e7df6a
[DEBUG] 14-06-2020 22:55:22.250 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@64bce832
[DEBUG] 14-06-2020 22:55:22.251 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@64bce832
[DEBUG] 14-06-2020 22:55:22.252 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@7ae42ce3
[DEBUG] 14-06-2020 22:55:22.253 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@7ae42ce3
[DEBUG] 14-06-2020 22:55:22.253 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@7ae42ce3
[DEBUG] 14-06-2020 22:55:22.254 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@38234a38
[DEBUG] 14-06-2020 22:55:22.255 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@32c726ee
[DEBUG] 14-06-2020 22:55:22.256 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@32c726ee
[DEBUG] 14-06-2020 22:55:22.256 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@32c726ee
[DEBUG] 14-06-2020 22:55:22.257 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@76f4b65
[DEBUG] 14-06-2020 22:55:22.258 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@545b995e
[DEBUG] 14-06-2020 22:55:22.258 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@545b995e
[DEBUG] 14-06-2020 22:55:22.260 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@29526c05
[DEBUG] 14-06-2020 22:55:22.260 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@29526c05
[DEBUG] 14-06-2020 22:55:22.261 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@58be6e8
[DEBUG] 14-06-2020 22:55:22.262 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@58be6e8
[DEBUG] 14-06-2020 22:55:22.265 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@2bd08376
[DEBUG] 14-06-2020 22:55:22.265 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@2bd08376
[DEBUG] 14-06-2020 22:55:22.267 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@42b02722
[DEBUG] 14-06-2020 22:55:22.267 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@42b02722
[DEBUG] 14-06-2020 22:55:22.267 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@528c868
[DEBUG] 14-06-2020 22:55:22.269 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@31c7528f
[DEBUG] 14-06-2020 22:55:22.269 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@31c7528f
[DEBUG] 14-06-2020 22:55:22.269 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@31c7528f
[DEBUG] 14-06-2020 22:55:22.271 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@38aa816f
[DEBUG] 14-06-2020 22:55:22.271 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@38aa816f
[DEBUG] 14-06-2020 22:55:22.271 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@38aa816f
[DEBUG] 14-06-2020 22:55:22.272 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@13330ac6
[DEBUG] 14-06-2020 22:55:22.273 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@3ad2e17
[DEBUG] 14-06-2020 22:55:22.274 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@1608bcbd
[DEBUG] 14-06-2020 22:55:22.274 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@1608bcbd
[DEBUG] 14-06-2020 22:55:22.274 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@1608bcbd
[DEBUG] 14-06-2020 22:55:22.276 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@4426bff1
[DEBUG] 14-06-2020 22:55:22.277 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@4426bff1
[DEBUG] 14-06-2020 22:55:22.277 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@4426bff1
[DEBUG] 14-06-2020 22:55:22.277 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@1a20270e
[DEBUG] 14-06-2020 22:55:22.278 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@2f16c6b3
[DEBUG] 14-06-2020 22:55:22.279 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@21fd5faa
[DEBUG] 14-06-2020 22:55:22.280 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@21fd5faa
[DEBUG] 14-06-2020 22:55:22.280 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@65a15628
[DEBUG] 14-06-2020 22:55:22.281 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@740d2e78
[DEBUG] 14-06-2020 22:55:22.282 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@740d2e78
[DEBUG] 14-06-2020 22:55:22.283 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@29a0cdb
[DEBUG] 14-06-2020 22:55:22.283 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@29a0cdb
[DEBUG] 14-06-2020 22:55:22.284 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@6eb2384f
[DEBUG] 14-06-2020 22:55:22.284 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@31dadd46
[DEBUG] 14-06-2020 22:55:22.286 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@10cf09e8
[DEBUG] 14-06-2020 22:55:22.289 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@33308786
[DEBUG] 14-06-2020 22:55:22.289 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@33308786
[DEBUG] 14-06-2020 22:55:22.290 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@5443d039
[DEBUG] 14-06-2020 22:55:22.290 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@63787180
[DEBUG] 14-06-2020 22:55:22.290 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@7d1cfb8b
[DEBUG] 14-06-2020 22:55:22.290 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@48e92c5c
[DEBUG] 14-06-2020 22:55:22.291 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@2e1ef60
[DEBUG] 14-06-2020 22:55:22.291 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@22356acd
[DEBUG] 14-06-2020 22:55:22.291 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@386f0da3
[DEBUG] 14-06-2020 22:55:22.291 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@39655d3e
[DEBUG] 14-06-2020 22:55:22.319 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 14-06-2020 22:55:22.320 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 14-06-2020 22:55:22.321 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 14-06-2020 22:55:22.322 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 14-06-2020 22:55:22.322 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 14-06-2020 22:55:22.324 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 14-06-2020 22:55:22.324 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 14-06-2020 22:55:22.327 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 14-06-2020 22:55:22.328 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 14-06-2020 22:55:22.329 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 14-06-2020 22:55:22.329 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 14-06-2020 22:55:22.330 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 14-06-2020 22:55:22.330 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 14-06-2020 22:55:22.331 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[WARN ] 14-06-2020 22:55:22.336 [main] pooling - HHH10001002: Using Hibernate built-in connection pool (not for production use!)
[INFO ] 14-06-2020 22:55:22.436 [main] pooling - HHH10001005: using driver [com.microsoft.sqlserver.jdbc.SQLServerDriver] at URL [jdbc:sqlserver://127.0.0.1:1433;DatabaseName=jspdb]
[INFO ] 14-06-2020 22:55:22.436 [main] pooling - HHH10001001: Connection properties: {user=sa, password=sa123456, pool_size=1}
[INFO ] 14-06-2020 22:55:22.437 [main] pooling - HHH10001003: Autocommit mode: false
[DEBUG] 14-06-2020 22:55:22.440 [main] DriverManagerConnectionProviderImpl - Initializing Connection pool with 1 Connections
[INFO ] 14-06-2020 22:55:22.440 [main] DriverManagerConnectionProviderImpl - HHH000115: Hibernate connection pool size: 20 (min=1)
[DEBUG] 14-06-2020 22:55:22.686 [main] JdbcEnvironmentInitiator - Database ->
       name : Microsoft SQL Server
    version : 11.00.2218
      major : 11
      minor : 0
[DEBUG] 14-06-2020 22:55:22.687 [main] JdbcEnvironmentInitiator - Driver ->
       name : Microsoft JDBC Driver 6.4 for SQL Server
    version : 6.4.0.0
      major : 6
      minor : 4
[DEBUG] 14-06-2020 22:55:22.687 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 14-06-2020 22:55:22.698 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.SQLServer2012Dialect
[DEBUG] 14-06-2020 22:55:22.722 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [MIXED]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 14-06-2020 22:55:22.846 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 14-06-2020 22:55:22.851 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@3f446bef] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@7829b776]
[DEBUG] 14-06-2020 22:55:22.906 [main] AnnotationBinder - Binding entity from annotated class: ch90._01.customgenerator.model.Book
[DEBUG] 14-06-2020 22:55:22.932 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 14-06-2020 22:55:22.939 [main] EntityBinder - Import with entity name Book
[DEBUG] 14-06-2020 22:55:22.946 [main] EntityBinder - Bind entity ch90._01.customgenerator.model.Book on table Book
[DEBUG] 14-06-2020 22:55:22.990 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Book), mappingColumn=id, insertable=true, updatable=true, unique=false}
[DEBUG] 14-06-2020 22:55:22.995 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 14-06-2020 22:55:22.998 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ch90._01.customgenerator.model.Book:id]
[DEBUG] 14-06-2020 22:55:23.002 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 14-06-2020 22:55:23.005 [main] PropertyBinder - Building property id
[DEBUG] 14-06-2020 22:55:23.012 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, book_seq, ...)
[DEBUG] 14-06-2020 22:55:23.017 [main] Ejb3Column - Binding column: Ejb3JoinColumn{logicalColumnName='Publisher_FK_Key', referencedColumn='', mappedBy=''}
[DEBUG] 14-06-2020 22:55:23.018 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Book), mappingColumn=publisher, insertable=true, updatable=true, unique=false}
[DEBUG] 14-06-2020 22:55:23.024 [main] PropertyBinder - Building property publisher
[DEBUG] 14-06-2020 22:55:23.026 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Book), mappingColumn=title, insertable=true, updatable=true, unique=false}
[DEBUG] 14-06-2020 22:55:23.026 [main] PropertyBinder - MetadataSourceProcessor property title with lazy=false
[DEBUG] 14-06-2020 22:55:23.027 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ch90._01.customgenerator.model.Book:title]
[DEBUG] 14-06-2020 22:55:23.027 [main] SimpleValueBinder - building SimpleValue for title
[DEBUG] 14-06-2020 22:55:23.027 [main] PropertyBinder - Building property title
[DEBUG] 14-06-2020 22:55:23.027 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(Book), mappingColumn=version, insertable=true, updatable=true, unique=false}
[DEBUG] 14-06-2020 22:55:23.028 [main] PropertyBinder - MetadataSourceProcessor property version with lazy=false
[DEBUG] 14-06-2020 22:55:23.028 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [ch90._01.customgenerator.model.Book:version]
[DEBUG] 14-06-2020 22:55:23.028 [main] SimpleValueBinder - building SimpleValue for version
